source_order	canonical_unit_id	legacy_id_reference	image_index	source_image	source_image_sha256	row_in_image	visual_label_transcription	source_binding_status	raw_full_row_transcription_status
108	MEN-A1-00108	MEN-A1-0108	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	18	stattfinden	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
109	MEN-A1-00109	MEN-A1-0109	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	19	beschreiben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
110	MEN-A1-00110	MEN-A1-0110	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	20	abbiegen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
111	MEN-A1-00111	MEN-A1-0111	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	21	weiterfahren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
112	MEN-A1-00112	MEN-A1-0112	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	22	wenden	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
113	MEN-A1-00113	MEN-A1-0113	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	23	zurückfahren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
114	MEN-A1-00114	MEN-A1-0114	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	24	anmachen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
115	MEN-A1-00115	MEN-A1-0115	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	25	ausmachen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
116	MEN-A1-00116	MEN-A1-0116	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	26	einschalten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
117	MEN-A1-00117	MEN-A1-0117	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	27	ausschalten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
118	MEN-A1-00118	MEN-A1-0118	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	28	stimmen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
119	MEN-A1-00119	MEN-A1-0119	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	29	für jdn./etw. stimmen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
120	MEN-A1-00120	MEN-A1-0120	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	30	bestimmen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
121	MEN-A1-00121	MEN-A1-0121	4	Screenshot 2026-07-29 102246(8).png	eed67949e51437cb9bdff583afa9a1684d5dffb0104e82b2c8c6e6b24cd8e435	31	schauen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
122	MEN-A1-00122	MEN-A1-0122	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	1	vermieten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
123	MEN-A1-00123	MEN-A1-0123	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	2	mieten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
124	MEN-A1-00124	MEN-A1-0124	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	3	erzählen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
125	MEN-A1-00125	MEN-A1-0125	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	4	anbieten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
126	MEN-A1-00126	MEN-A1-0126	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	5	dringen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
127	MEN-A1-00127	MEN-A1-0127	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	6	verstecken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
128	MEN-A1-00128	MEN-A1-0128	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	7	sich verstecken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
129	MEN-A1-00129	MEN-A1-0129	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	8	sich vor jdm./etw. verstecken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
130	MEN-A1-00130	MEN-A1-0130	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	9	bewerten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
131	MEN-A1-00131	MEN-A1-0131	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	10	gehören	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
132	MEN-A1-00132	MEN-A1-0132	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	11	danken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
133	MEN-A1-00133	MEN-A1-0133	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	12	fällen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
134	MEN-A1-00134	MEN-A1-0134	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	13	hinkommen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
135	MEN-A1-00135	MEN-A1-0135	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	14	vergleichen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
136	MEN-A1-00136	MEN-A1-0136	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	15	sich vergleichen / sich mit jdm./etw. vergleichen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
137	MEN-A1-00137	MEN-A1-0137	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	16	hinfahren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
138	MEN-A1-00138	MEN-A1-0138	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	17	Bescheid sagen / Bescheid geben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
139	MEN-A1-00139	MEN-A1-0139	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	18	bringen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
140	MEN-A1-00140	MEN-A1-0140	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	19	funktionieren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
141	MEN-A1-00141	MEN-A1-0141	5	Screenshot 2026-07-29 102302(8).png	e74d5e0955473b6d7955e34f12e9fe6f1f3cbc2939cbcf668eff76b818bd845c	20	sich entspannen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
142	MEN-A1-00142	MEN-A1-0142	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	1	wollen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
143	MEN-A1-00143	MEN-A1-0143	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	2	komponieren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
144	MEN-A1-00144	MEN-A1-0144	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	3	heiraten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
145	MEN-A1-00145	MEN-A1-0145	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	4	laufen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
146	MEN-A1-00146	MEN-A1-0146	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	5	rennen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
147	MEN-A1-00147	MEN-A1-0147	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	6	reisen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
148	MEN-A1-00148	MEN-A1-0148	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	7	steigen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
149	MEN-A1-00149	MEN-A1-0149	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	8	husten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
150	MEN-A1-00150	MEN-A1-0150	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	9	einnehmen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
151	MEN-A1-00151	MEN-A1-0151	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	10	wehtun	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
152	MEN-A1-00152	MEN-A1-0152	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	11	bleiben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
153	MEN-A1-00153	MEN-A1-0153	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	12	bei jdm./etw. bleiben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
154	MEN-A1-00154	MEN-A1-0154	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	13	sollen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
155	MEN-A1-00155	MEN-A1-0155	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	14	niesen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
156	MEN-A1-00156	MEN-A1-0156	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	15	vorkommen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
157	MEN-A1-00157	MEN-A1-0157	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	16	an jdn./etw. glauben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
158	MEN-A1-00158	MEN-A1-0158	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	17	glauben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
159	MEN-A1-00159	MEN-A1-0159	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	18	rülpsen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
160	MEN-A1-00160	MEN-A1-0160	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	19	aussuchen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
161	MEN-A1-00161	MEN-A1-0161	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	20	aussehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
162	MEN-A1-00162	MEN-A1-0162	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	21	sich beschweren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
163	MEN-A1-00163	MEN-A1-0163	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	22	sich bei jdm. beschweren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
164	MEN-A1-00164	MEN-A1-0164	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	23	sich über jdn./etw. beschweren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
165	MEN-A1-00165	MEN-A1-0165	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	24	gebären	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
166	MEN-A1-00166	MEN-A1-0166	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	25	vergessen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
167	MEN-A1-00167	MEN-A1-0167	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	26	erkennen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
168	MEN-A1-00168	MEN-A1-0168	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	27	etw. an etw. erkennen / auseinanderhalten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
169	MEN-A1-00169	MEN-A1-0169	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	28	entschuldigen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
170	MEN-A1-00170	MEN-A1-0170	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	29	sich entschuldigen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
171	MEN-A1-00171	MEN-A1-0171	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	30	sich bei jdm. entschuldigen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
172	MEN-A1-00172	MEN-A1-0172	6	Screenshot 2026-07-29 140918(5).png	a597b44e9c8d58f449b890a4b4c372791f73e3204d445aa842d385d74ee220ad	31	sich für etw. entschuldigen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
173	MEN-A1-00173	MEN-A1-0173	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	1	lügen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
174	MEN-A1-00174	MEN-A1-0174	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	2	raten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
175	MEN-A1-00175	MEN-A1-0175	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	3	reagieren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
176	MEN-A1-00176	MEN-A1-0176	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	4	auf etw. reagieren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
177	MEN-A1-00177	MEN-A1-0177	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	5	abtrocknen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
178	MEN-A1-00178	MEN-A1-0178	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	6	sich abtrocknen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
179	MEN-A1-00179	MEN-A1-0179	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	7	abwaschen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
180	MEN-A1-00180	MEN-A1-0180	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	8	spülen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
181	MEN-A1-00181	MEN-A1-0181	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	9	zumachen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
182	MEN-A1-00182	MEN-A1-0182	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	10	aufmachen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
183	MEN-A1-00183	MEN-A1-0183	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	11	sich aufmachen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
184	MEN-A1-00184	MEN-A1-0184	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	12	runterkommen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
185	MEN-A1-00185	MEN-A1-0185	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	13	heraufkommen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
186	MEN-A1-00186	MEN-A1-0186	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	14	rausbringen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
187	MEN-A1-00187	MEN-A1-0187	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	15	abräumen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
188	MEN-A1-00188	MEN-A1-0188	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	16	ausräumen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
189	MEN-A1-00189	MEN-A1-0189	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	17	decken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
190	MEN-A1-00190	MEN-A1-0190	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	18	bügeln	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
191	MEN-A1-00191	MEN-A1-0191	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	19	wischen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
192	MEN-A1-00192	MEN-A1-0192	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	20	staubsaugen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
193	MEN-A1-00193	MEN-A1-0193	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	21	reinkommen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
194	MEN-A1-00194	MEN-A1-0194	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	22	hassen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
195	MEN-A1-00195	MEN-A1-0195	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	23	wählen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
196	MEN-A1-00196	MEN-A1-0196	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	24	achten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
197	MEN-A1-00197	MEN-A1-0197	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	25	hupen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
198	MEN-A1-00198	MEN-A1-0198	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	26	parken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
199	MEN-A1-00199	MEN-A1-0199	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	27	borgen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
200	MEN-A1-00200	MEN-A1-0200	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	28	sich etw. von jdm. borgen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
201	MEN-A1-00201	MEN-A1-0201	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	29	regeln	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
202	MEN-A1-00202	MEN-A1-0202	7	Screenshot 2026-07-29 140937(5).png	f68a5c5e9033ca881caafb3578210aedb5977cb31a09ac509f3762e4866f7938	30	schieben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
203	MEN-A1-00203	MEN-A1-0203	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	1	anstoßen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
204	MEN-A1-00204	MEN-A1-0204	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	2	stehen bleiben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
205	MEN-A1-00205	MEN-A1-0205	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	3	bestehen bleiben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
206	MEN-A1-00206	MEN-A1-0206	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	4	tragen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
207	MEN-A1-00207	MEN-A1-0207	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	5	baden	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
208	MEN-A1-00208	MEN-A1-0208	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	6	dürfen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
209	MEN-A1-00209	MEN-A1-0209	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	7	klingeln	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
210	MEN-A1-00210	MEN-A1-0210	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	8	müssen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
211	MEN-A1-00211	MEN-A1-0211	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	9	sitzen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
212	MEN-A1-00212	MEN-A1-0212	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	10	verstehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
213	MEN-A1-00213	MEN-A1-0213	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	11	erlauben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
